"Category","Sub Category","Organization Type","Name","Address","Address2","City","County","State","Zip Code","Lat","Long","Email","Website","Description","CPG Number","CPG Issued On","Electricity Type","Utility","Owner","Stream","Project Team","Installation Date","Funding Source","Funding Amount","Financed By","System Specs","Capacity kW","Annual Production (kWh)","Energy Production Link","Annual Electricity Saved (kWh)","Capacity (MMBTU)","Annual Production (MMBTU)","Annual MMBTU Saved"
"Solar","Roof-Mounted PV","Residential","60 Cleveland Ave.","60 Cleveland Ave.","","Rutland City","Rutland County","Vermont","05701","43.61098","-72.98818","","","35486","18-0642","","Net Metered","Green Mountain Power","","","Solar Communities","2018-05-17","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","70 Phillips St.","70 Phillips St.","","Rutland City","Rutland County","Vermont","05701","43.62591","-72.97718","","","34820","18-0244","","Net Metered","Green Mountain Power","","","Solar Communities","2018-03-23","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","145 Ash St.","145 Ash St.","","Rutland City","Rutland County","Vermont","05701","43.61753","-72.98717000000001","","","32019","17-3968-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-10-04","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","45 Killington Avenue","45 Killington Avenue","","Rutland City","Rutland County","Vermont","05701","43.60513","-72.96764","","","31229","17-3408-NMR","","Net Metered","Green Mountain Power","","","SunCommon","2017-09-11","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","36 Hillside Drive","36 Hillside Drive","","Rutland City","Rutland County","Vermont","05701","43.61347314","-73.16229088999999","","","31391","17-3592-NMR","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2017-07-26","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","26 Stoneridge Drive","26 Stoneridge Drive","","Rutland City","Rutland County","Vermont","05701","43.58600473","-73.01508232","","","29489","17-2651-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-06-07","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","2 Mona Vista Ave.","2 Mona Vista Ave.","","Rutland City","Rutland County","Vermont","05701","43.62009","-72.96784","","","24075","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-11-29","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","12 Alta Terrace","12 Alta Terrace","","Rutland City","Rutland County","Vermont","05701","43.606235","-72.94999","","","22408","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-11-18","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","67 Meadow Brook Rd","67 Meadow Brook Rd","","Rutland City","Rutland County","Vermont","05701","43.60783","-72.95780000000001","","","21443","16-1126","2016-07-28","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-10-27","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","4 Hill Pond Road","4 Hill Pond Road","","Rutland City","Rutland County","Vermont","05701","43.613713","-72.955865","","","21191","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-22","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","73 Baxter St.","73 Baxter St.","","Rutland City","Rutland County","Vermont","05701","43.612347","-72.987759","","","19268","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-21","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","7 Phillips St.","7 Phillips St.","","Rutland City","Rutland County","Vermont","05701","43.62145","-72.97678999999999","","","18598","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-15","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","15 Brightview Ave","15 Brightview Ave","","Rutland City","Rutland County","Vermont","05701","43.60038","-72.96399","","","20619","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-15","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","4 Catherine Drive","4 Catherine Drive","","Rutland City","Rutland County","Vermont","05701","43.61004","-72.953472","","","20441","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-11","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","78 Edgerton Street","78 Edgerton Street","","Rutland City","Rutland County","Vermont","05701","43.6113","-72.9649","","","14547","","","Net Metered","Green Mountain Power","","","SunCommon","2015-10-16","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","139 Roy Ave","139 Roy Ave","","Rutland City","Rutland County","Vermont","05701","43.635569","-72.941682","","","8340","","","Net Metered","Green Mountain Power","","","SunCommon","2015-02-17","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","25 Central Ave.","25 Central Ave.","","Rutland City","Rutland County","Vermont","05701","43.60410333","-72.95263333","","","41914","19-0548","2019-03-14","Net Metered","Green Mountain Power","","","Sunrun, Inc.","2019-04-09","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","6 Perry Street","6 Perry Street","","Rutland City","Rutland County","Vermont","05701","43.602067","-72.964994","","","18955","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-24","","","","","6.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","814 Victoria Drive","814 Victoria Drive","","Rutland City","Rutland County","Vermont","05701","43.60499","-72.94096","","","17623","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-04-29","","","","","6.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","92 Hawley Lane","92 Hawley Lane","","Rutland City","Rutland County","Vermont","05701","43.63755733","-72.95304299999999","","","11888","","","Net Metered","Green Mountain Power","","","Green Earth Energy","2015-05-27","","","","","6.72","","","","","",""
"Solar","Roof-Mounted PV","Residential","84 North St.","84 North St.","","Rutland City","Rutland County","Vermont","05701","43.61733333","-72.982635","","","6832","#NM-4163","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-11-03","","","","","7","","","","","",""
"Solar","Roof-Mounted PV","Residential","173 Grove Street","173 Grove Street","","Rutland City","Rutland County","Vermont","05701","43.61722","-72.98452","","","41829","19-0486","2019-03-05","Net Metered","Green Mountain Power","","","Solar Communities","2019-06-11","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","352 Sugarwood Hill Road","352 Sugarwood Hill Road","","Rutland City","Rutland County","Vermont","05701","43.66284167","-72.98399667","","","40128","18-3377","","Net Metered","Green Mountain Power","","","Energy Tesla","2019-05-17","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","23 Freeman Ave.","23 Freeman Ave.","","Rutland City","Rutland County","Vermont","05701","43.60096","-72.95355000000001","","","40886","18-3982","","Net Metered","Green Mountain Power","","","Sunrun, Inc.","2019-02-01","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","99 North St.","99 North St.","","Rutland City","Rutland County","Vermont","05701","43.620789","-72.963534","","","40739","18-3872","","Net Metered","Green Mountain Power","","","Northeast-nem@sunrun.com","2019-01-25","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","235 Grove St.","235 Grove St.","","Rutland City","Rutland County","Vermont","05701","43.62164167","-72.985325","","","39045","18-2173","","Net Metered","Green Mountain Power","","","Solar Communities","2018-10-22","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","64 Meadow Brook Road","64 Meadow Brook Road","","Rutland City","Rutland County","Vermont","05701","43.60764","-72.95743","","","33069","17-4470","","Net Metered","Green Mountain Power","","","Solar City Corporation dba Tesla Energy","2017-12-01","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","29 Giorgetti Blvd","29 Giorgetti Blvd","","Rutland City","Rutland County","Vermont","05701","43.610339","-72.95016699999999","","","31264","17-3447-NMR","","Net Metered","Green Mountain Power","","","Green Earth Energy","2017-08-02","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","377 Stratton Road","377 Stratton Road","","Rutland City","Rutland County","Vermont","05701","43.59401","-72.95011","","","29185","17-0270-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-03-31","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","46 HILLCREST ROAD","46 HILLCREST ROAD","","Rutland City","Rutland County","Vermont","05701","43.62253","-72.964","","","24672","16-1873","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2017-03-13","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","10 Birchwood Ave.","10 Birchwood Ave.","","Rutland City","Rutland County","Vermont","05701","43.610119","-72.96559499999999","","","22130","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2016-12-22","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","146 Stratton Road","146 Stratton Road","","Rutland City","Rutland County","Vermont","05701","43.607917","-72.956095","","","24462","#NM-17-4424","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-12-02","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","59 Baxter St.","59 Baxter St.","","Rutland City","Rutland County","Vermont","05701","43.61124","-72.98746","","","21885","","","Net Metered","Green Mountain Power","","","Norwich Technologies","2016-10-25","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","47 Stone Ridge Drive","47 Stone Ridge Drive","","Rutland City","Rutland County","Vermont","05701","43.59645","-72.99887","","","22561","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-29","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","122 Oak St.","122 Oak St.","","Rutland City","Rutland County","Vermont","05701","43.61577","-72.98566","","","22508","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-27","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","15 Ronaldo Court","15 Ronaldo Court","","Rutland City","Rutland County","Vermont","05701","43.608992","-72.960998","","","21717","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-22","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","14 Earl Street","14 Earl Street","","Rutland City","Rutland County","Vermont","05701","43.61333","-72.99063","","","22740","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2016-09-02","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","57 Church Street","57 Church Street","","Rutland City","Rutland County","Vermont","05701","43.611756","-72.979038","","","22043","#NM-16-1203","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-29","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","90 Jackson Ave.","90 Jackson Ave.","","Rutland City","Rutland County","Vermont","05701","43.60366","-72.96271","","","21660","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-11","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","193 Killington Ave","193 Killington Ave","","Rutland City","Rutland County","Vermont","05701","43.60844","-72.94152","","","18345","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-26","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","45 Kingsley Ave.","45 Kingsley Ave.","","Rutland City","Rutland County","Vermont","05701","43.615205","-72.97792099999999","","","17897","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-03","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","45 Piedmont Pkwy","45 Piedmont Pkwy","","Rutland City","Rutland County","Vermont","05701","43.61012","-72.95698","","","16420","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-03-30","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","241 Killington Ave","241 Killington Ave","","Rutland City","Rutland County","Vermont","05701","43.60846","-72.94079000000001","","","14490","","","Net Metered","Green Mountain Power","","","Foxfire Energy Corp","2015-09-23","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","162 Granger St","162 Granger St","","Rutland City","Rutland County","Vermont","05701","43.59811","-72.97866","","","13234","","","Net Metered","Green Mountain Power","","","SunCommon","2015-09-14","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","20 High Street","20 High Street","","Rutland City","Rutland County","Vermont","05701","43.61699","-72.97199999999999","","","31303","17-3436-NMR","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2017-07-28","","","","","8","","","","","",""
"Solar","Roof-Mounted PV","Residential","26 Hillcrest Road","26 Hillcrest Road","","Rutland City","Rutland County","Vermont","05701","43.62187","-72.96669","","","14531","","","Net Metered","Green Mountain Power","","","SunCommon","2015-10-30","","","","","8","","","","","",""
"Solar","Roof-Mounted PV","Residential","24 Ronald Court","24 Ronald Court","","Rutland City","Rutland County","Vermont","05701","43.608087","-72.960171","","","18507","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-05","","","","","8.199999999999999","","","","","",""
